pulumi_version,ec2_size,region,patch,resource_count,resource_payload_bytes,up_sec,errors
v3.44.1,m6i.large,ap-south-1,true,2,2,8.92,none
v3.44.1,m6i.large,ap-south-1,true,1,8192,8.09,none
v3.44.1,m6i.large,ap-south-1,false,4,131072,13.8,none
v3.44.1,m6i.large,ap-south-1,false,2,32768,9.48,none
v3.44.1,m6i.large,ap-south-1,true,2,32768,9.16,none
v3.44.1,m6i.large,ap-south-1,false,1,131072,9.23,none
v3.44.1,m6i.large,ap-south-1,true,20,33554432,884.42,none
v3.44.1,m6i.large,ap-south-1,false,64,2,62.29,none
v3.44.1,m6i.large,ap-south-1,false,16,131072,34.7,none
v3.44.1,m6i.large,ap-south-1,false,32,8192,40.84,none
v3.44.1,m6i.large,ap-south-1,false,32,2,35.13,none
v3.44.1,m6i.large,ap-south-1,false,8,8192,14.6,none
v3.44.1,m6i.large,ap-south-1,true,8,8192,14.52,none
v3.44.1,m6i.large,ap-south-1,true,2,8192,9.09,none
v3.44.1,m6i.large,ap-south-1,true,8,8388608,92.06,none
v3.44.1,m6i.large,ap-south-1,false,32,32768,50.5,none
v3.44.1,m6i.large,ap-south-1,true,4,2,10.54,none
v3.44.1,m6i.large,ap-south-1,false,48,131072,,none
v3.44.1,m6i.large,ap-south-1,true,32,32768,42.76,none
v3.44.1,m6i.large,ap-south-1,true,1,2,7.9,none
v3.44.1,m6i.large,ap-south-1,true,32,2,34.88,none
v3.44.1,m6i.large,ap-south-1,true,4,8192,11.17,none
v3.44.1,m6i.large,ap-south-1,true,16,131072,31.26,none
v3.44.1,m6i.large,ap-south-1,false,1,2,7.74,none
v3.44.1,m6i.large,ap-south-1,false,4,2,10.86,none
v3.44.1,m6i.large,ap-south-1,false,2,2,8.69,none
v3.44.1,m6i.large,ap-south-1,true,48,8192,53.11,none
v3.44.1,m6i.large,ap-south-1,false,64,32768,101.7,none
v3.44.1,m6i.large,ap-south-1,false,16,2,20.74,none
v3.44.1,m6i.large,ap-south-1,false,32,131072,67.3,none
v3.44.1,m6i.large,ap-south-1,false,48,2,48.37,none
v3.44.1,m6i.large,ap-south-1,true,8,2,14.07,none
v3.44.1,m6i.large,ap-south-1,true,48,131072,86.78,none
v3.44.1,m6i.large,ap-south-1,true,16,8192,22.74,none
v3.44.1,m6i.large,ap-south-1,true,1,131072,9.23,none
v3.44.1,m6i.large,ap-south-1,false,2,8192,8.78,none
v3.44.1,m6i.large,ap-south-1,true,64,8192,72.49,none
v3.44.1,m6i.large,ap-south-1,false,8,2,14.11,none
v3.44.1,m6i.large,ap-south-1,true,32,8192,38.38,none
v3.44.1,m6i.large,ap-south-1,true,4,32768,12.12,none
v3.44.1,m6i.large,ap-south-1,false,16,32768,26.7,none
v3.44.1,m6i.large,ap-south-1,true,4,131072,14.12,none
v3.44.1,m6i.large,ap-south-1,false,48,8192,59.53,none
v3.44.1,m6i.large,ap-south-1,false,16,8192,22.54,none
v3.44.1,m6i.large,ap-south-1,true,8,32768,16.63,none
v3.44.1,m6i.large,ap-south-1,true,64,32768,85.69,none
v3.44.1,m6i.large,ap-south-1,true,16,2,21.49,none
v3.44.1,m6i.large,ap-south-1,false,4,8192,11.19,none
v3.44.1,m6i.large,ap-south-1,false,4,32768,11.92,none
v3.44.1,m6i.large,ap-south-1,false,8,131072,21.47,none
v3.44.1,m6i.large,ap-south-1,true,48,32768,63.33,none
v3.44.1,m6i.large,ap-south-1,false,1,32768,8.53,none
v3.44.1,m6i.large,ap-south-1,false,8,8388608,120.0,none
v3.44.1,m6i.large,ap-south-1,true,1,32768,8.54,none
v3.44.1,m6i.large,ap-south-1,false,64,8192,79.15,none
v3.44.1,m6i.large,ap-south-1,false,2,131072,10.98,none
v3.44.1,m6i.large,ap-south-1,true,8,131072,18.94,none
v3.44.1,m6i.large,ap-south-1,true,16,32768,24.29,none
v3.44.1,m6i.large,ap-south-1,true,48,2,48.72,none
v3.44.1,m6i.large,ap-south-1,true,2,131072,10.82,none
v3.44.1,m6i.large,ap-south-1,true,64,2,62.96,none
